epoch,ts_ns,duty_a,duty_b,duty_c
5252,262500000,0.920000,0.402500,0.402500
5254,262600000,0.919973,0.406268,0.398759
5256,262700000,0.919891,0.410063,0.395046
5258,262800000,0.919755,0.413884,0.391362
5260,262900000,0.919564,0.417730,0.387706
5262,263000000,0.919319,0.421601,0.384080
5264,263100000,0.919020,0.425496,0.380484
5266,263200000,0.918666,0.429415,0.376919
5268,263300000,0.918258,0.433357,0.373385
5270,263400000,0.917796,0.437321,0.369883
5272,263500000,0.917280,0.441307,0.366413
5274,263600000,0.916709,0.445314,0.362977
5276,263700000,0.916085,0.449342,0.359573
5278,263800000,0.915407,0.453389,0.356204
5280,263900000,0.914675,0.457456,0.352869
5282,264000000,0.913889,0.461541,0.349570
5284,264100000,0.913050,0.465644,0.346306
5286,264200000,0.912158,0.469764,0.343078
5288,264300000,0.911212,0.473901,0.339887
5290,264400000,0.910213,0.478054,0.336733
5292,264500000,0.909161,0.482223,0.333616
5294,264600000,0.908057,0.486406,0.330538
5296,264700000,0.906900,0.490602,0.327498
5298,264800000,0.905690,0.494813,0.324497
5300,264900000,0.904428,0.499036,0.321536
5302,265000000,0.903114,0.503270,0.318615
5304,265100000,0.901749,0.507517,0.315734
5306,265200000,0.900332,0.511774,0.312895
5308,265300000,0.898863,0.516040,0.310096
5310,265400000,0.897343,0.520317,0.307340
5312,265500000,0.895773,0.524601,0.304626
5314,265600000,0.894152,0.528894,0.301954
5316,265700000,0.892480,0.533194,0.299326
5318,265800000,0.890758,0.537501,0.296741
5320,265900000,0.888987,0.541813,0.294200
5322,266000000,0.887165,0.546131,0.291704
5324,266100000,0.885295,0.550454,0.289252
5326,266200000,0.883375,0.554780,0.286845
5328,266300000,0.881407,0.559109,0.284484
5330,266400000,0.879390,0.563441,0.282168
5332,266500000,0.877326,0.567775,0.279899
5334,266600000,0.875213,0.572110,0.277677
5336,266700000,0.873054,0.576445,0.275501
5338,266800000,0.870847,0.580780,0.273373
5340,266900000,0.868593,0.585114,0.271292
5342,267000000,0.866293,0.589447,0.269260
5344,267100000,0.863947,0.593777,0.267275
5346,267200000,0.861556,0.598105,0.265340
5348,267300000,0.859119,0.602429,0.263453
5350,267400000,0.856637,0.606748,0.261615
5352,267500000,0.854111,0.611062,0.259827
5354,267600000,0.851541,0.615371,0.258088
5356,267700000,0.848927,0.619673,0.256400
5358,267800000,0.846270,0.623969,0.254762
5360,267900000,0.843569,0.628256,0.253174
5362,268000000,0.840827,0.632535,0.251638
5364,268100000,0.838043,0.636805,0.250152
5366,268200000,0.835217,0.641066,0.248718
5368,268300000,0.832350,0.645315,0.247335
5370,268400000,0.829442,0.649554,0.246004
5372,268500000,0.826494,0.653781,0.244725
5374,268600000,0.823507,0.657996,0.243498
5376,268700000,0.820480,0.662197,0.242323
5378,268800000,0.817414,0.666385,0.241201
5380,268900000,0.814310,0.670558,0.240132
5382,269000000,0.811169,0.674716,0.239115
5384,269100000,0.807990,0.678858,0.238152
5386,269200000,0.804774,0.682984,0.237242
5388,269300000,0.801522,0.687093,0.236385
5390,269400000,0.798234,0.691184,0.235581
5392,269500000,0.794911,0.695257,0.234831
5394,269600000,0.791554,0.699311,0.234135
5396,269700000,0.788162,0.703346,0.233493
5398,269800000,0.784736,0.707359,0.232905
5400,269900000,0.781277,0.711353,0.232370
5402,270000000,0.777786,0.715324,0.231890
5404,270100000,0.774263,0.719274,0.231464
5406,270200000,0.770708,0.723200,0.231092
5408,270300000,0.767122,0.727103,0.230775
5410,270400000,0.763506,0.730983,0.230511
5412,270500000,0.759860,0.734837,0.230303
5414,270600000,0.756185,0.738666,0.230148
5416,270700000,0.752482,0.742470,0.230048
5418,270800000,0.748750,0.746247,0.230003
5420,270900000,0.744991,0.749997,0.230012
5422,271000000,0.741205,0.753719,0.230076
5424,271100000,0.737393,0.757413,0.230194
5426,271200000,0.733555,0.761079,0.230366
5428,271300000,0.729692,0.764715,0.230593
5430,271400000,0.725805,0.768321,0.230874
5432,271500000,0.721894,0.771896,0.231210
5434,271600000,0.717960,0.775441,0.231600
5436,271700000,0.714003,0.778953,0.232044
5438,271800000,0.710024,0.782434,0.232542
5440,271900000,0.706024,0.785882,0.233095
5442,272000000,0.702003,0.789296,0.233701
5444,272100000,0.697962,0.792677,0.234361
5446,272200000,0.693902,0.796023,0.235075
5448,272300000,0.689823,0.799334,0.235843
5450,272400000,0.685726,0.802610,0.236664
5452,272500000,0.681611,0.805850,0.237539
5454,272600000,0.677479,0.809054,0.238467
5456,272700000,0.673332,0.812220,0.239448
5458,272800000,0.669168,0.815349,0.240482
5460,272900000,0.664990,0.818440,0.241569
5462,273000000,0.660798,0.821493,0.242709
5464,273100000,0.656592,0.824507,0.243901
5466,273200000,0.652373,0.827481,0.245145
5468,273300000,0.648142,0.830416,0.246442
5470,273400000,0.643900,0.833310,0.247790
5472,273500000,0.639647,0.836163,0.249190
5474,273600000,0.635383,0.838975,0.250642
5476,273700000,0.631110,0.841746,0.252144
5478,273800000,0.626828,0.844474,0.253698
5480,273900000,0.622538,0.847160,0.255302
5482,274000000,0.618240,0.849803,0.256957
5484,274100000,0.613935,0.852402,0.258662
5486,274200000,0.609625,0.854958,0.260417
5488,274300000,0.605309,0.857469,0.262222
5490,274400000,0.600988,0.859936,0.264076
5492,274500000,0.596663,0.862358,0.265979
5494,274600000,0.592334,0.864734,0.267931
5496,274700000,0.588003,0.867065,0.269932
5498,274800000,0.583670,0.869349,0.271981
5500,274900000,0.579335,0.871588,0.274077
5502,275000000,0.575000,0.873779,0.276221
5504,275100000,0.570665,0.875923,0.278412
5506,275200000,0.566330,0.878019,0.280651
5508,275300000,0.561997,0.880068,0.282935
5510,275400000,0.557666,0.882069,0.285266
5512,275500000,0.553337,0.884021,0.287642
5514,275600000,0.549012,0.885924,0.290064
5516,275700000,0.544691,0.887778,0.292531
5518,275800000,0.540375,0.889583,0.295042
5520,275900000,0.536065,0.891338,0.297598
5522,276000000,0.531760,0.893043,0.300197
5524,276100000,0.527462,0.894698,0.302840
5526,276200000,0.523172,0.896302,0.305526
5528,276300000,0.518890,0.897856,0.308254
5530,276400000,0.514617,0.899358,0.311025
5532,276500000,0.510353,0.900810,0.313837
5534,276600000,0.506100,0.902210,0.316690
5536,276700000,0.501858,0.903558,0.319584
5538,276800000,0.497627,0.904855,0.322519
5540,276900000,0.493408,0.906099,0.325493
5542,277000000,0.489202,0.907291,0.328507
5544,277100000,0.485010,0.908431,0.331560
5546,277200000,0.480832,0.909518,0.334651
5548,277300000,0.476668,0.910552,0.337780
5550,277400000,0.472521,0.911533,0.340946
5552,277500000,0.468389,0.912461,0.344150
5554,277600000,0.464274,0.913336,0.347390
5556,277700000,0.460177,0.914157,0.350666
5558,277800000,0.456098,0.914925,0.353977
5560,277900000,0.452038,0.915639,0.357323
5562,278000000,0.447997,0.916299,0.360704
5564,278100000,0.443976,0.916905,0.364118
5566,278200000,0.439976,0.917458,0.367566
5568,278300000,0.435997,0.917956,0.371047
5570,278400000,0.432040,0.918400,0.374559
5572,278500000,0.428106,0.918790,0.378104
5574,278600000,0.424195,0.919126,0.381679
5576,278700000,0.420308,0.919407,0.385285
5578,278800000,0.416445,0.919634,0.388921
5580,278900000,0.412607,0.919806,0.392587
5582,279000000,0.408795,0.919924,0.396281
5584,279100000,0.405009,0.919988,0.400003
5586,279200000,0.401250,0.919997,0.403753
5588,279300000,0.397518,0.919952,0.407530
5590,279400000,0.393815,0.919852,0.411334
5592,279500000,0.390140,0.919697,0.415163
5594,279600000,0.386494,0.919489,0.419017
5596,279700000,0.382878,0.919225,0.422897
5598,279800000,0.379292,0.918908,0.426800
5600,279900000,0.375737,0.918536,0.430726
5602,280000000,0.372214,0.918110,0.434676
5604,280100000,0.368723,0.917630,0.438647
5606,280200000,0.365264,0.917095,0.442641
5608,280300000,0.361838,0.916507,0.446654
5610,280400000,0.358446,0.915865,0.450689
5612,280500000,0.355089,0.915169,0.454743
5614,280600000,0.351766,0.914419,0.458816
5616,280700000,0.348478,0.913615,0.462907
5618,280800000,0.345226,0.912758,0.467016
5620,280900000,0.342010,0.911848,0.471142
5622,281000000,0.338831,0.910885,0.475284
5624,281100000,0.335690,0.909868,0.479442
5626,281200000,0.332586,0.908799,0.483615
5628,281300000,0.329520,0.907677,0.487803
5630,281400000,0.326493,0.906502,0.492004
5632,281500000,0.323506,0.905275,0.496219
5634,281600000,0.320558,0.903996,0.500446
5636,281700000,0.317650,0.902665,0.504685
5638,281800000,0.314783,0.901282,0.508934
5640,281900000,0.311957,0.899848,0.513195
5642,282000000,0.309173,0.898362,0.517465
5644,282100000,0.306431,0.896826,0.521744
5646,282200000,0.303730,0.895238,0.526031
5648,282300000,0.301073,0.893600,0.530327
5650,282400000,0.298459,0.891912,0.534629
5652,282500000,0.295889,0.890173,0.538938
5654,282600000,0.293363,0.888385,0.543252
5656,282700000,0.290881,0.886547,0.547571
5658,282800000,0.288444,0.884660,0.551895
5660,282900000,0.286053,0.882725,0.556223
5662,283000000,0.283707,0.880740,0.560553
5664,283100000,0.281407,0.878708,0.564886
5666,283200000,0.279153,0.876627,0.569220
5668,283300000,0.276946,0.874499,0.573555
5670,283400000,0.274787,0.872323,0.577890
5672,283500000,0.272674,0.870101,0.582225
5674,283600000,0.270610,0.867832,0.586559
5676,283700000,0.268593,0.865516,0.590891
5678,283800000,0.266625,0.863155,0.595220
5680,283900000,0.264705,0.860748,0.599546
5682,284000000,0.262835,0.858296,0.603869
5684,284100000,0.261013,0.855800,0.608187
5686,284200000,0.259242,0.853259,0.612499
5688,284300000,0.257520,0.850674,0.616806
5690,284400000,0.255848,0.848046,0.621106
5692,284500000,0.254227,0.845374,0.625399
5694,284600000,0.252657,0.842660,0.629683
5696,284700000,0.251137,0.839904,0.633960
5698,284800000,0.249668,0.837105,0.638226
5700,284900000,0.248251,0.834266,0.642483
5702,285000000,0.246886,0.831385,0.646730
5704,285100000,0.245572,0.828464,0.650964
5706,285200000,0.244310,0.825503,0.655187
5708,285300000,0.243100,0.822502,0.659398
5710,285400000,0.241943,0.819462,0.663594
5712,285500000,0.240839,0.816384,0.667777
5714,285600000,0.239787,0.813267,0.671946
5716,285700000,0.238788,0.810113,0.676099
5718,285800000,0.237842,0.806922,0.680236
5720,285900000,0.236950,0.803694,0.684356
5722,286000000,0.236111,0.800430,0.688459
5724,286100000,0.235325,0.797131,0.692544
5726,286200000,0.234593,0.793796,0.696611
5728,286300000,0.233915,0.790427,0.700658
5730,286400000,0.233291,0.787023,0.704686
5732,286500000,0.232720,0.783587,0.708693
5734,286600000,0.232204,0.780117,0.712679
5736,286700000,0.231742,0.776615,0.716643
5738,286800000,0.231334,0.773081,0.720585
5740,286900000,0.230980,0.769516,0.724504
5742,287000000,0.230681,0.765920,0.728399
5744,287100000,0.230436,0.762294,0.732270
5746,287200000,0.230245,0.758638,0.736116
5748,287300000,0.230109,0.754954,0.739937
5750,287400000,0.230027,0.751241,0.743732
5752,287500000,0.230000,0.747500,0.747500
5754,287600000,0.230027,0.743732,0.751241
5756,287700000,0.230109,0.739937,0.754954
5758,287800000,0.230245,0.736116,0.758638
5760,287900000,0.230436,0.732270,0.762294
5762,288000000,0.230681,0.728399,0.765920
5764,288100000,0.230980,0.724504,0.769516
5766,288200000,0.231334,0.720585,0.773081
5768,288300000,0.231742,0.716643,0.776615
5770,288400000,0.232204,0.712679,0.780117
5772,288500000,0.232720,0.708693,0.783587
5774,288600000,0.233291,0.704686,0.787023
5776,288700000,0.233915,0.700658,0.790427
5778,288800000,0.234593,0.696611,0.793796
5780,288900000,0.235325,0.692544,0.797131
5782,289000000,0.236111,0.688459,0.800430
5784,289100000,0.236950,0.684356,0.803694
5786,289200000,0.237842,0.680236,0.806922
5788,289300000,0.238788,0.676099,0.810113
5790,289400000,0.239787,0.671946,0.813267
5792,289500000,0.240839,0.667777,0.816384
5794,289600000,0.241943,0.663594,0.819462
5796,289700000,0.243100,0.659398,0.822502
5798,289800000,0.244310,0.655187,0.825503
5800,289900000,0.245572,0.650964,0.828464
5802,290000000,0.246886,0.646730,0.831385
5804,290100000,0.248251,0.642483,0.834266
5806,290200000,0.249668,0.638226,0.837105
5808,290300000,0.251137,0.633960,0.839904
5810,290400000,0.252657,0.629683,0.842660
5812,290500000,0.254227,0.625399,0.845374
5814,290600000,0.255848,0.621106,0.848046
5816,290700000,0.257520,0.616806,0.850674
5818,290800000,0.259242,0.612499,0.853259
5820,290900000,0.261013,0.608187,0.855800
5822,291000000,0.262835,0.603869,0.858296
5824,291100000,0.264705,0.599546,0.860748
5826,291200000,0.266625,0.595220,0.863155
5828,291300000,0.268593,0.590891,0.865516
5830,291400000,0.270610,0.586559,0.867832
5832,291500000,0.272674,0.582225,0.870101
5834,291600000,0.274787,0.577890,0.872323
5836,291700000,0.276946,0.573555,0.874499
5838,291800000,0.279153,0.569220,0.876627
5840,291900000,0.281407,0.564886,0.878708
5842,292000000,0.283707,0.560553,0.880740
5844,292100000,0.286053,0.556223,0.882725
5846,292200000,0.288444,0.551895,0.884660
5848,292300000,0.290881,0.547571,0.886547
5850,292400000,0.293363,0.543252,0.888385
5852,292500000,0.295889,0.538938,0.890173
5854,292600000,0.298459,0.534629,0.891912
5856,292700000,0.301073,0.530327,0.893600
5858,292800000,0.303730,0.526031,0.895238
5860,292900000,0.306431,0.521744,0.896826
5862,293000000,0.309173,0.517465,0.898362
5864,293100000,0.311957,0.513195,0.899848
5866,293200000,0.314783,0.508934,0.901282
5868,293300000,0.317650,0.504685,0.902665
5870,293400000,0.320558,0.500446,0.903996
5872,293500000,0.323506,0.496219,0.905275
5874,293600000,0.326493,0.492004,0.906502
5876,293700000,0.329520,0.487803,0.907677
5878,293800000,0.332586,0.483615,0.908799
5880,293900000,0.335690,0.479442,0.909868
5882,294000000,0.338831,0.475284,0.910885
5884,294100000,0.342010,0.471142,0.911848
5886,294200000,0.345226,0.467016,0.912758
5888,294300000,0.348478,0.462907,0.913615
5890,294400000,0.351766,0.458816,0.914419
5892,294500000,0.355089,0.454743,0.915169
5894,294600000,0.358446,0.450689,0.915865
5896,294700000,0.361838,0.446654,0.916507
5898,294800000,0.365264,0.442641,0.917095
5900,294900000,0.368723,0.438647,0.917630
5902,295000000,0.372214,0.434676,0.918110
5904,295100000,0.375737,0.430726,0.918536
5906,295200000,0.379292,0.426800,0.918908
5908,295300000,0.382878,0.422897,0.919225
5910,295400000,0.386494,0.419017,0.919489
5912,295500000,0.390140,0.415163,0.919697
5914,295600000,0.393815,0.411334,0.919852
5916,295700000,0.397518,0.407530,0.919952
5918,295800000,0.401250,0.403753,0.919997
5920,295900000,0.405009,0.400003,0.919988
5922,296000000,0.408795,0.396281,0.919924
5924,296100000,0.412607,0.392587,0.919806
5926,296200000,0.416445,0.388921,0.919634
5928,296300000,0.420308,0.385285,0.919407
5930,296400000,0.424195,0.381679,0.919126
5932,296500000,0.428106,0.378104,0.918790
5934,296600000,0.432040,0.374559,0.918400
5936,296700000,0.435997,0.371047,0.917956
5938,296800000,0.439976,0.367566,0.917458
5940,296900000,0.443976,0.364118,0.916905
5942,297000000,0.447997,0.360704,0.916299
5944,297100000,0.452038,0.357323,0.915639
5946,297200000,0.456098,0.353977,0.914925
5948,297300000,0.460177,0.350666,0.914157
5950,297400000,0.464274,0.347390,0.913336
5952,297500000,0.468389,0.344150,0.912461
5954,297600000,0.472521,0.340946,0.911533
5956,297700000,0.476668,0.337780,0.910552
5958,297800000,0.480832,0.334651,0.909518
5960,297900000,0.485010,0.331560,0.908431
5962,298000000,0.489202,0.328507,0.907291
5964,298100000,0.493408,0.325493,0.906099
5966,298200000,0.497627,0.322519,0.904855
5968,298300000,0.501858,0.319584,0.903558
5970,298400000,0.506100,0.316690,0.902210
5972,298500000,0.510353,0.313837,0.900810
5974,298600000,0.514617,0.311025,0.899358
5976,298700000,0.518890,0.308254,0.897856
5978,298800000,0.523172,0.305526,0.896302
5980,298900000,0.527462,0.302840,0.894698
5982,299000000,0.531760,0.300197,0.893043
5984,299100000,0.536065,0.297598,0.891338
5986,299200000,0.540375,0.295042,0.889583
5988,299300000,0.544691,0.292531,0.887778
5990,299400000,0.549012,0.290064,0.885924
5992,299500000,0.553337,0.287642,0.884021
5994,299600000,0.557666,0.285266,0.882069
5996,299700000,0.561997,0.282935,0.880068
5998,299800000,0.566330,0.280651,0.878019
6000,299900000,0.570665,0.278412,0.875923
6002,300000000,0.575000,0.276221,0.873779
6004,300100000,0.579335,0.274077,0.871588
6006,300200000,0.583670,0.271981,0.869349
6008,300300000,0.588003,0.269932,0.867065
6010,300400000,0.592334,0.267931,0.864734
6012,300500000,0.596663,0.265979,0.862358
6014,300600000,0.600988,0.264076,0.859936
6016,300700000,0.605309,0.262222,0.857469
6018,300800000,0.609625,0.260417,0.854958
6020,300900000,0.613935,0.258662,0.852402
6022,301000000,0.618240,0.256957,0.849803
6024,301100000,0.622538,0.255302,0.847160
6026,301200000,0.626828,0.253698,0.844474
6028,301300000,0.631110,0.252144,0.841746
6030,301400000,0.635383,0.250642,0.838975
6032,301500000,0.639647,0.249190,0.836163
6034,301600000,0.643900,0.247790,0.833310
6036,301700000,0.648142,0.246442,0.830416
6038,301800000,0.652373,0.245145,0.827481
6040,301900000,0.656592,0.243901,0.824507
6042,302000000,0.660798,0.242709,0.821493
6044,302100000,0.664990,0.241569,0.818440
6046,302200000,0.669168,0.240482,0.815349
6048,302300000,0.673332,0.239448,0.812220
6050,302400000,0.677479,0.238467,0.809054
6052,302500000,0.681611,0.237539,0.805850
6054,302600000,0.685726,0.236664,0.802610
6056,302700000,0.689823,0.235843,0.799334
6058,302800000,0.693902,0.235075,0.796023
6060,302900000,0.697962,0.234361,0.792677
6062,303000000,0.702003,0.233701,0.789296
6064,303100000,0.706024,0.233095,0.785882
6066,303200000,0.710024,0.232542,0.782434
6068,303300000,0.714003,0.232044,0.778953
6070,303400000,0.717960,0.231600,0.775441
6072,303500000,0.721894,0.231210,0.771896
6074,303600000,0.725805,0.230874,0.768321
6076,303700000,0.729692,0.230593,0.764715
6078,303800000,0.733555,0.230366,0.761079
6080,303900000,0.737393,0.230194,0.757413
6082,304000000,0.741205,0.230076,0.753719
6084,304100000,0.744991,0.230012,0.749997
6086,304200000,0.748750,0.230003,0.746247
6088,304300000,0.752482,0.230048,0.742470
6090,304400000,0.756185,0.230148,0.738666
6092,304500000,0.759860,0.230303,0.734837
6094,304600000,0.763506,0.230511,0.730983
6096,304700000,0.767122,0.230775,0.727103
6098,304800000,0.770708,0.231092,0.723200
6100,304900000,0.774263,0.231464,0.719274
6102,305000000,0.777786,0.231890,0.715324
6104,305100000,0.781277,0.232370,0.711353
6106,305200000,0.784736,0.232905,0.707359
6108,305300000,0.788162,0.233493,0.703346
6110,305400000,0.791554,0.234135,0.699311
6112,305500000,0.794911,0.234831,0.695257
6114,305600000,0.798234,0.235581,0.691184
6116,305700000,0.801522,0.236385,0.687093
6118,305800000,0.804774,0.237242,0.682984
6120,305900000,0.807990,0.238152,0.678858
6122,306000000,0.811169,0.239115,0.674716
6124,306100000,0.814310,0.240132,0.670558
6126,306200000,0.817414,0.241201,0.666385
6128,306300000,0.820480,0.242323,0.662197
6130,306400000,0.823507,0.243498,0.657996
6132,306500000,0.826494,0.244725,0.653781
6134,306600000,0.829442,0.246004,0.649554
6136,306700000,0.832350,0.247335,0.645315
6138,306800000,0.835217,0.248718,0.641066
6140,306900000,0.838043,0.250152,0.636805
6142,307000000,0.840827,0.251638,0.632535
6144,307100000,0.843569,0.253174,0.628256
6146,307200000,0.846270,0.254762,0.623969
6148,307300000,0.848927,0.256400,0.619673
6150,307400000,0.851541,0.258088,0.615371
6152,307500000,0.854111,0.259827,0.611062
6154,307600000,0.856637,0.261615,0.606748
6156,307700000,0.859119,0.263453,0.602429
6158,307800000,0.861556,0.265340,0.598105
6160,307900000,0.863947,0.267275,0.593777
6162,308000000,0.866293,0.269260,0.589447
6164,308100000,0.868593,0.271292,0.585114
6166,308200000,0.870847,0.273373,0.580780
6168,308300000,0.873054,0.275501,0.576445
6170,308400000,0.875213,0.277677,0.572110
6172,308500000,0.877326,0.279899,0.567775
6174,308600000,0.879390,0.282168,0.563441
6176,308700000,0.881407,0.284484,0.559109
6178,308800000,0.883375,0.286845,0.554780
6180,308900000,0.885295,0.289252,0.550454
6182,309000000,0.887165,0.291704,0.546131
6184,309100000,0.888987,0.294200,0.541813
6186,309200000,0.890758,0.296741,0.537501
6188,309300000,0.892480,0.299326,0.533194
6190,309400000,0.894152,0.301954,0.528894
6192,309500000,0.895773,0.304626,0.524601
6194,309600000,0.897343,0.307340,0.520317
6196,309700000,0.898863,0.310096,0.516040
6198,309800000,0.900332,0.312895,0.511774
6200,309900000,0.901749,0.315734,0.507517
6202,310000000,0.903114,0.318615,0.503270
6204,310100000,0.904428,0.321536,0.499036
6206,310200000,0.905690,0.324497,0.494813
6208,310300000,0.906900,0.327498,0.490602
6210,310400000,0.908057,0.330538,0.486406
6212,310500000,0.909161,0.333616,0.482223
6214,310600000,0.910213,0.336733,0.478054
6216,310700000,0.911212,0.339887,0.473901
6218,310800000,0.912158,0.343078,0.469764
6220,310900000,0.913050,0.346306,0.465644
6222,311000000,0.913889,0.349570,0.461541
6224,311100000,0.914675,0.352869,0.457456
6226,311200000,0.915407,0.356204,0.453389
6228,311300000,0.916085,0.359573,0.449342
6230,311400000,0.916709,0.362977,0.445314
6232,311500000,0.917280,0.366413,0.441307
6234,311600000,0.917796,0.369883,0.437321
6236,311700000,0.918258,0.373385,0.433357
6238,311800000,0.918666,0.376919,0.429415
6240,311900000,0.919020,0.380484,0.425496
6242,312000000,0.919319,0.384080,0.421601
6244,312100000,0.919564,0.387706,0.417730
6246,312200000,0.919755,0.391362,0.413884
6248,312300000,0.919891,0.395046,0.410063
6250,312400000,0.919973,0.398759,0.406268
6252,312500000,0.920000,0.402500,0.402500
6254,312600000,0.919973,0.406268,0.398759
6256,312700000,0.919891,0.410063,0.395046
6258,312800000,0.919755,0.413884,0.391362
6260,312900000,0.919564,0.417730,0.387706
6262,313000000,0.919319,0.421601,0.384080
6264,313100000,0.919020,0.425496,0.380484
6266,313200000,0.918666,0.429415,0.376919
6268,313300000,0.918258,0.433357,0.373385
6270,313400000,0.917796,0.437321,0.369883
6272,313500000,0.917280,0.441307,0.366413
6274,313600000,0.916709,0.445314,0.362977
6276,313700000,0.916085,0.449342,0.359573
6278,313800000,0.915407,0.453389,0.356204
6280,313900000,0.914675,0.457456,0.352869
6282,314000000,0.913889,0.461541,0.349570
6284,314100000,0.913050,0.465644,0.346306
6286,314200000,0.912158,0.469764,0.343078
6288,314300000,0.911212,0.473901,0.339887
6290,314400000,0.910213,0.478054,0.336733
6292,314500000,0.909161,0.482223,0.333616
6294,314600000,0.908057,0.486406,0.330538
6296,314700000,0.906900,0.490602,0.327498
6298,314800000,0.905690,0.494813,0.324497
6300,314900000,0.904428,0.499036,0.321536
6302,315000000,0.903114,0.503270,0.318615
6304,315100000,0.901749,0.507517,0.315734
6306,315200000,0.900332,0.511774,0.312895
6308,315300000,0.898863,0.516040,0.310096
6310,315400000,0.897343,0.520317,0.307340
6312,315500000,0.895773,0.524601,0.304626
6314,315600000,0.894152,0.528894,0.301954
6316,315700000,0.892480,0.533194,0.299326
6318,315800000,0.890758,0.537501,0.296741
6320,315900000,0.888987,0.541813,0.294200
6322,316000000,0.887165,0.546131,0.291704
6324,316100000,0.885295,0.550454,0.289252
6326,316200000,0.883375,0.554780,0.286845
6328,316300000,0.881407,0.559109,0.284484
6330,316400000,0.879390,0.563441,0.282168
6332,316500000,0.877326,0.567775,0.279899
6334,316600000,0.875213,0.572110,0.277677
6336,316700000,0.873054,0.576445,0.275501
6338,316800000,0.870847,0.580780,0.273373
6340,316900000,0.868593,0.585114,0.271292
6342,317000000,0.866293,0.589447,0.269260
6344,317100000,0.863947,0.593777,0.267275
6346,317200000,0.861556,0.598105,0.265340
6348,317300000,0.859119,0.602429,0.263453
6350,317400000,0.856637,0.606748,0.261615
6352,317500000,0.854111,0.611062,0.259827
6354,317600000,0.851541,0.615371,0.258088
6356,317700000,0.848927,0.619673,0.256400
6358,317800000,0.846270,0.623969,0.254762
6360,317900000,0.843569,0.628256,0.253174
6362,318000000,0.840827,0.632535,0.251638
6364,318100000,0.838043,0.636805,0.250152
6366,318200000,0.835217,0.641066,0.248718
6368,318300000,0.832350,0.645315,0.247335
6370,318400000,0.829442,0.649554,0.246004
6372,318500000,0.826494,0.653781,0.244725
6374,318600000,0.823507,0.657996,0.243498
6376,318700000,0.820480,0.662197,0.242323
6378,318800000,0.817414,0.666385,0.241201
6380,318900000,0.814310,0.670558,0.240132
6382,319000000,0.811169,0.674716,0.239115
6384,319100000,0.807990,0.678858,0.238152
6386,319200000,0.804774,0.682984,0.237242
6388,319300000,0.801522,0.687093,0.236385
6390,319400000,0.798234,0.691184,0.235581
6392,319500000,0.794911,0.695257,0.234831
6394,319600000,0.791554,0.699311,0.234135
6396,319700000,0.788162,0.703346,0.233493
6398,319800000,0.784736,0.707359,0.232905
6400,319900000,0.781277,0.711353,0.232370
6402,320000000,0.777786,0.715324,0.231890
6404,320100000,0.774263,0.719274,0.231464
6406,320200000,0.770708,0.723200,0.231092
6408,320300000,0.767122,0.727103,0.230775
6410,320400000,0.763506,0.730983,0.230511
6412,320500000,0.759860,0.734837,0.230303
6414,320600000,0.756185,0.738666,0.230148
6416,320700000,0.752482,0.742470,0.230048
6418,320800000,0.748750,0.746247,0.230003
6420,320900000,0.744991,0.749997,0.230012
6422,321000000,0.741205,0.753719,0.230076
6424,321100000,0.737393,0.757413,0.230194
6426,321200000,0.733555,0.761079,0.230366
6428,321300000,0.729692,0.764715,0.230593
6430,321400000,0.725805,0.768321,0.230874
6432,321500000,0.721894,0.771896,0.231210
6434,321600000,0.717960,0.775441,0.231600
6436,321700000,0.714003,0.778953,0.232044
6438,321800000,0.710024,0.782434,0.232542
6440,321900000,0.706024,0.785882,0.233095
6442,322000000,0.702003,0.789296,0.233701
6444,322100000,0.697962,0.792677,0.234361
6446,322200000,0.693902,0.796023,0.235075
6448,322300000,0.689823,0.799334,0.235843
6450,322400000,0.685726,0.802610,0.236664
6452,322500000,0.681611,0.805850,0.237539
6454,322600000,0.677479,0.809054,0.238467
6456,322700000,0.673332,0.812220,0.239448
6458,322800000,0.669168,0.815349,0.240482
6460,322900000,0.664990,0.818440,0.241569
6462,323000000,0.660798,0.821493,0.242709
6464,323100000,0.656592,0.824507,0.243901
6466,323200000,0.652373,0.827481,0.245145
6468,323300000,0.648142,0.830416,0.246442
6470,323400000,0.643900,0.833310,0.247790
6472,323500000,0.639647,0.836163,0.249190
6474,323600000,0.635383,0.838975,0.250642
6476,323700000,0.631110,0.841746,0.252144
6478,323800000,0.626828,0.844474,0.253698
6480,323900000,0.622538,0.847160,0.255302
6482,324000000,0.618240,0.849803,0.256957
6484,324100000,0.613935,0.852402,0.258662
6486,324200000,0.609625,0.854958,0.260417
6488,324300000,0.605309,0.857469,0.262222
6490,324400000,0.600988,0.859936,0.264076
6492,324500000,0.596663,0.862358,0.265979
6494,324600000,0.592334,0.864734,0.267931
6496,324700000,0.588003,0.867065,0.269932
6498,324800000,0.583670,0.869349,0.271981
6500,324900000,0.579335,0.871588,0.274077
6502,325000000,0.575000,0.873779,0.276221
6504,325100000,0.570665,0.875923,0.278412
6506,325200000,0.566330,0.878019,0.280651
6508,325300000,0.561997,0.880068,0.282935
6510,325400000,0.557666,0.882069,0.285266
6512,325500000,0.553337,0.884021,0.287642
6514,325600000,0.549012,0.885924,0.290064
6516,325700000,0.544691,0.887778,0.292531
6518,325800000,0.540375,0.889583,0.295042
6520,325900000,0.536065,0.891338,0.297598
