epoch,ts_ns,duty_a,duty_b,duty_c,config_id
5344,267100000,0.751258,0.516328,0.232413,2
5346,267200000,0.749179,0.520091,0.230730,2
5348,267300000,0.747060,0.523851,0.229089,2
5350,267400000,0.744902,0.527607,0.227491,2
5352,267500000,0.742705,0.531359,0.225936,2
5354,267600000,0.740470,0.535105,0.224425,2
5356,267700000,0.738197,0.538846,0.222957,2
5358,267800000,0.735887,0.542581,0.221532,2
5360,267900000,0.733539,0.546310,0.220152,2
5362,268000000,0.731154,0.550031,0.218815,2
5364,268100000,0.728733,0.553744,0.217524,2
5366,268200000,0.726275,0.557448,0.216276,2
5368,268300000,0.723782,0.561144,0.215074,2
5370,268400000,0.721254,0.564830,0.213916,2
5372,268500000,0.718691,0.568505,0.212804,2
5374,268600000,0.716093,0.572170,0.211737,2
5376,268700000,0.713461,0.575823,0.210716,2
5378,268800000,0.710795,0.579465,0.209740,2
5380,268900000,0.708096,0.583094,0.208810,2
5382,269000000,0.705364,0.586710,0.207926,2
5384,269100000,0.702600,0.590312,0.207089,2
5386,269200000,0.699804,0.593899,0.206297,2
5388,269300000,0.696976,0.597472,0.205552,2
5390,269400000,0.694117,0.601030,0.204853,2
5392,269500000,0.691227,0.604572,0.204201,2
5394,269600000,0.688307,0.608097,0.203596,2
5396,269700000,0.685358,0.611605,0.203037,2
5398,269800000,0.682379,0.615095,0.202526,2
5400,269900000,0.679371,0.618567,0.202061,2
5402,270000000,0.676336,0.622021,0.201643,2
5404,270100000,0.673272,0.625455,0.201273,2
5406,270200000,0.670181,0.628870,0.200950,2
5408,270300000,0.667063,0.632264,0.200674,2
5410,270400000,0.663918,0.635637,0.200445,2
5412,270500000,0.660748,0.638989,0.200263,2
5414,270600000,0.657552,0.642319,0.200129,2
5416,270700000,0.654332,0.645626,0.200042,2
5418,270800000,0.651087,0.648910,0.200003,2
5420,270900000,0.647818,0.652171,0.200011,2
5422,271000000,0.644526,0.655408,0.200066,2
5424,271100000,0.641211,0.658620,0.200168,2
5426,271200000,0.637874,0.661808,0.200318,2
5428,271300000,0.634515,0.664969,0.200516,2
5430,271400000,0.631135,0.668105,0.200760,2
5432,271500000,0.627734,0.671214,0.201052,2
5434,271600000,0.624313,0.674296,0.201391,2
5436,271700000,0.620872,0.677351,0.201777,2
5438,271800000,0.617412,0.680377,0.202211,2
5440,271900000,0.613934,0.683375,0.202691,2
5442,272000000,0.610437,0.686344,0.203218,2
5444,272100000,0.606924,0.689284,0.203792,2
5446,272200000,0.603393,0.692194,0.204413,2
5448,272300000,0.599846,0.695073,0.205081,2
5450,272400000,0.596283,0.697922,0.205795,2
5452,272500000,0.592705,0.700739,0.206556,2
5454,272600000,0.589112,0.703525,0.207363,2
5456,272700000,0.585506,0.706278,0.208216,2
5458,272800000,0.581886,0.708999,0.209115,2
5460,272900000,0.578252,0.711687,0.210060,2
5462,273000000,0.574607,0.714342,0.211051,2
5464,273100000,0.570950,0.716962,0.212088,2
5466,273200000,0.567281,0.719549,0.213170,2
5468,273300000,0.563602,0.722101,0.214297,2
5470,273400000,0.559913,0.724617,0.215470,2
5472,273500000,0.556214,0.727099,0.216687,2
5474,273600000,0.552507,0.729544,0.217949,2
5476,273700000,0.548791,0.731953,0.219256,2
5478,273800000,0.545068,0.734325,0.220607,2
5480,273900000,0.541337,0.736661,0.222002,2
5482,274000000,0.537600,0.738959,0.223441,2
5484,274100000,0.533857,0.741219,0.224924,2
5486,274200000,0.530109,0.743442,0.226450,2
5488,274300000,0.526355,0.745625,0.228019,2
5490,274400000,0.522598,0.747770,0.229631,2
5492,274500000,0.518837,0.749876,0.231286,2
5494,274600000,0.515073,0.751943,0.232984,2
5496,274700000,0.511307,0.753969,0.234723,2
5498,274800000,0.507539,0.755956,0.236505,2
5500,274900000,0.503770,0.757902,0.238328,2
5502,275000000,0.500000,0.759808,0.240192,2
5504,275100000,0.496230,0.761672,0.242098,2
5506,275200000,0.492461,0.763495,0.244044,2
5508,275300000,0.488693,0.765277,0.246031,2
5510,275400000,0.484927,0.767016,0.248057,2
5512,275500000,0.481163,0.768714,0.250124,2
5514,275600000,0.477402,0.770369,0.252230,2
5516,275700000,0.473645,0.771981,0.254375,2
5518,275800000,0.469891,0.773550,0.256558,2
5520,275900000,0.466143,0.775076,0.258781,2
5522,276000000,0.462400,0.776559,0.261041,2
5524,276100000,0.458663,0.777998,0.263339,2
5526,276200000,0.454932,0.779393,0.265675,2
5528,276300000,0.451209,0.780744,0.268047,2
5530,276400000,0.447493,0.782051,0.270456,2
5532,276500000,0.443786,0.783313,0.272901,2
5534,276600000,0.440087,0.784530,0.275383,2
5536,276700000,0.436398,0.785703,0.277899,2
5538,276800000,0.432719,0.786830,0.280451,2
5540,276900000,0.429050,0.787912,0.283038,2
5542,277000000,0.425393,0.788949,0.285658,2
5544,277100000,0.421748,0.789940,0.288313,2
5546,277200000,0.418114,0.790885,0.291001,2
5548,277300000,0.414494,0.791784,0.293722,2
5550,277400000,0.410888,0.792637,0.296475,2
5552,277500000,0.407295,0.793444,0.299261,2
5554,277600000,0.403717,0.794205,0.302078,2
5556,277700000,0.400154,0.794919,0.304927,2
5558,277800000,0.396607,0.795587,0.307806,2
5560,277900000,0.393076,0.796208,0.310716,2
5562,278000000,0.389563,0.796782,0.313656,2
5564,278100000,0.386066,0.797309,0.316625,2
5566,278200000,0.382588,0.797789,0.319623,2
5568,278300000,0.379128,0.798223,0.322649,2
5570,278400000,0.375687,0.798609,0.325704,2
5572,278500000,0.372266,0.798948,0.328786,2
5574,278600000,0.368865,0.799240,0.331895,2
5576,278700000,0.365485,0.799484,0.335031,2
5578,278800000,0.362126,0.799682,0.338192,2
5580,278900000,0.358789,0.799832,0.341380,2
5582,279000000,0.355474,0.799934,0.344592,2
5584,279100000,0.352182,0.799989,0.347829,2
5586,279200000,0.348913,0.799997,0.351090,2
5588,279300000,0.345668,0.799958,0.354374,2
5590,279400000,0.342448,0.799871,0.357681,2
5592,279500000,0.339252,0.799737,0.361011,2
5594,279600000,0.336082,0.799555,0.364363,2
5596,279700000,0.332937,0.799326,0.367736,2
5598,279800000,0.329819,0.799050,0.371130,2
5600,279900000,0.326728,0.798727,0.374545,2
5602,280000000,0.323664,0.798357,0.377979,2
5604,280100000,0.320629,0.797939,0.381433,2
5606,280200000,0.317621,0.797474,0.384905,2
5608,280300000,0.314642,0.796963,0.388395,2
5610,280400000,0.311693,0.796404,0.391903,2
5612,280500000,0.308773,0.795799,0.395428,2
5614,280600000,0.305883,0.795147,0.398970,2
5616,280700000,0.303024,0.794448,0.402528,2
5618,280800000,0.300196,0.793703,0.406101,2
5620,280900000,0.297400,0.792911,0.409688,2
5622,281000000,0.294636,0.792074,0.413290,2
5624,281100000,0.291904,0.791190,0.416906,2
5626,281200000,0.289205,0.790260,0.420535,2
5628,281300000,0.286539,0.789284,0.424177,2
5630,281400000,0.283907,0.788263,0.427830,2
5632,281500000,0.281309,0.787196,0.431495,2
5634,281600000,0.278746,0.786084,0.435170,2
5636,281700000,0.276218,0.784926,0.438856,2
5638,281800000,0.273725,0.783724,0.442552,2
5640,281900000,0.271267,0.782476,0.446256,2
5642,282000000,0.268846,0.781185,0.449969,2
5644,282100000,0.266461,0.779848,0.453690,2
5646,282200000,0.264113,0.778468,0.457419,2
5648,282300000,0.261803,0.777043,0.461154,2
5650,282400000,0.259530,0.775575,0.464895,2
5652,282500000,0.257295,0.774064,0.468641,2
5654,282600000,0.255098,0.772509,0.472393,2
5656,282700000,0.252940,0.770911,0.476149,2
5658,282800000,0.250821,0.769270,0.479909,2
5660,282900000,0.248742,0.767587,0.483672,2
5662,283000000,0.246702,0.765861,0.487437,2
5664,283100000,0.244702,0.764094,0.491205,2
5666,283200000,0.242742,0.762284,0.494974,2
5668,283300000,0.240823,0.760434,0.498743,2
5670,283400000,0.238945,0.758542,0.502513,2
5672,283500000,0.237108,0.756609,0.506283,2
5674,283600000,0.235313,0.754636,0.510051,2
5676,283700000,0.233559,0.752623,0.513818,2
5678,283800000,0.231848,0.750570,0.517583,2
5680,283900000,0.230178,0.748477,0.521345,2
5682,284000000,0.228552,0.746345,0.525103,2
5684,284100000,0.226968,0.744174,0.528858,2
5686,284200000,0.225428,0.741964,0.532608,2
5688,284300000,0.223930,0.739717,0.536353,2
5690,284400000,0.222477,0.737431,0.540092,2
5692,284500000,0.221067,0.735108,0.543825,2
5694,284600000,0.219701,0.732748,0.547551,2
5696,284700000,0.218380,0.730351,0.551269,2
5698,284800000,0.217103,0.727918,0.554980,2
5700,284900000,0.215871,0.725448,0.558681,2
5702,285000000,0.214683,0.722943,0.562374,2
5704,285100000,0.213541,0.720403,0.566056,2
5706,285200000,0.212443,0.717828,0.569728,2
5708,285300000,0.211392,0.715219,0.573389,2
5710,285400000,0.210386,0.712576,0.577039,2
5712,285500000,0.209425,0.709899,0.580676,2
5714,285600000,0.208510,0.707189,0.584301,2
5716,285700000,0.207642,0.704446,0.587912,2
5718,285800000,0.206820,0.701671,0.591509,2
5720,285900000,0.206043,0.698864,0.595092,2
5722,286000000,0.205314,0.696026,0.598660,2
5724,286100000,0.204631,0.693157,0.602212,2
5726,286200000,0.203994,0.690257,0.605749,2
5728,286300000,0.203404,0.687328,0.609268,2
5730,286400000,0.202862,0.684368,0.612770,2
5732,286500000,0.202366,0.681380,0.616255,2
5734,286600000,0.201917,0.678363,0.619721,2
5736,286700000,0.201515,0.675317,0.623168,2
5738,286800000,0.201160,0.672244,0.626596,2
5740,286900000,0.200852,0.669144,0.630003,2
5742,287000000,0.200592,0.666017,0.633391,2
5744,287100000,0.200379,0.662864,0.636757,2
5746,287200000,0.200213,0.659686,0.640101,2
5748,287300000,0.200095,0.656482,0.643424,2
5750,287400000,0.200024,0.653253,0.646723,2
5752,287500000,0.200000,0.650000,0.650000,2
5754,287600000,0.200024,0.646723,0.653253,2
5756,287700000,0.200095,0.643424,0.656482,2
5758,287800000,0.200213,0.640101,0.659686,2
5760,287900000,0.200379,0.636757,0.662864,2
5762,288000000,0.200592,0.633391,0.666017,2
5764,288100000,0.200852,0.630003,0.669144,2
5766,288200000,0.201160,0.626596,0.672244,2
5768,288300000,0.201515,0.623168,0.675317,2
5770,288400000,0.201917,0.619721,0.678363,2
5772,288500000,0.202366,0.616255,0.681380,2
5774,288600000,0.202862,0.612770,0.684368,2
5776,288700000,0.203404,0.609268,0.687328,2
5778,288800000,0.203994,0.605749,0.690257,2
5780,288900000,0.204631,0.602212,0.693157,2
5782,289000000,0.205314,0.598660,0.696026,2
5784,289100000,0.206043,0.595092,0.698864,2
5786,289200000,0.206820,0.591509,0.701671,2
5788,289300000,0.207642,0.587912,0.704446,2
5790,289400000,0.208510,0.584301,0.707189,2
5792,289500000,0.209425,0.580676,0.709899,2
5794,289600000,0.210386,0.577039,0.712576,2
5796,289700000,0.211392,0.573389,0.715219,2
5798,289800000,0.212443,0.569728,0.717828,2
5800,289900000,0.213541,0.566056,0.720403,2
5802,290000000,0.214683,0.562374,0.722943,2
5804,290100000,0.215871,0.558681,0.725448,2
5806,290200000,0.217103,0.554980,0.727918,2
5808,290300000,0.218380,0.551269,0.730351,2
5810,290400000,0.219701,0.547551,0.732748,2
5812,290500000,0.221067,0.543825,0.735108,2
5814,290600000,0.222477,0.540092,0.737431,2
5816,290700000,0.223930,0.536353,0.739717,2
5818,290800000,0.225428,0.532608,0.741964,2
5820,290900000,0.226968,0.528858,0.744174,2
5822,291000000,0.228552,0.525103,0.746345,2
5824,291100000,0.230178,0.521345,0.748477,2
5826,291200000,0.231848,0.517583,0.750570,2
5828,291300000,0.233559,0.513818,0.752623,2
5830,291400000,0.235313,0.510051,0.754636,2
5832,291500000,0.237108,0.506283,0.756609,2
5834,291600000,0.238945,0.502513,0.758542,2
5836,291700000,0.240823,0.498743,0.760434,2
5838,291800000,0.242742,0.494974,0.762284,2
5840,291900000,0.244702,0.491205,0.764094,2
5842,292000000,0.246702,0.487437,0.765861,2
5844,292100000,0.248742,0.483672,0.767587,2
5846,292200000,0.250821,0.479909,0.769270,2
5848,292300000,0.252940,0.476149,0.770911,2
5850,292400000,0.255098,0.472393,0.772509,2
5852,292500000,0.257295,0.468641,0.774064,2
5854,292600000,0.259530,0.464895,0.775575,2
5856,292700000,0.261803,0.461154,0.777043,2
5858,292800000,0.264113,0.457419,0.778468,2
5860,292900000,0.266461,0.453690,0.779848,2
5862,293000000,0.268846,0.449969,0.781185,2
5864,293100000,0.271267,0.446256,0.782476,2
5866,293200000,0.273725,0.442552,0.783724,2
5868,293300000,0.276218,0.438856,0.784926,2
5870,293400000,0.278746,0.435170,0.786084,2
5872,293500000,0.281309,0.431495,0.787196,2
5874,293600000,0.283907,0.427830,0.788263,2
5876,293700000,0.286539,0.424177,0.789284,2
5878,293800000,0.289205,0.420535,0.790260,2
5880,293900000,0.291904,0.416906,0.791190,2
5882,294000000,0.294636,0.413290,0.792074,2
5884,294100000,0.297400,0.409688,0.792911,2
5886,294200000,0.300196,0.406101,0.793703,2
5888,294300000,0.303024,0.402528,0.794448,2
5890,294400000,0.305883,0.398970,0.795147,2
5892,294500000,0.308773,0.395428,0.795799,2
5894,294600000,0.311693,0.391903,0.796404,2
5896,294700000,0.314642,0.388395,0.796963,2
5898,294800000,0.317621,0.384905,0.797474,2
5900,294900000,0.320629,0.381433,0.797939,2
5902,295000000,0.323664,0.377979,0.798357,2
5904,295100000,0.326728,0.374545,0.798727,2
5906,295200000,0.329819,0.371130,0.799050,2
5908,295300000,0.332937,0.367736,0.799326,2
5910,295400000,0.336082,0.364363,0.799555,2
5912,295500000,0.339252,0.361011,0.799737,2
5914,295600000,0.342448,0.357681,0.799871,2
5916,295700000,0.345668,0.354374,0.799958,2
5918,295800000,0.348913,0.351090,0.799997,2
5920,295900000,0.352182,0.347829,0.799989,2
5922,296000000,0.355474,0.344592,0.799934,2
5924,296100000,0.358789,0.341380,0.799832,2
5926,296200000,0.362126,0.338192,0.799682,2
5928,296300000,0.365485,0.335031,0.799484,2
5930,296400000,0.368865,0.331895,0.799240,2
5932,296500000,0.372266,0.328786,0.798948,2
5934,296600000,0.375687,0.325704,0.798609,2
5936,296700000,0.379128,0.322649,0.798223,2
5938,296800000,0.382588,0.319623,0.797789,2
5940,296900000,0.386066,0.316625,0.797309,2
5942,297000000,0.389563,0.313656,0.796782,2
5944,297100000,0.393076,0.310716,0.796208,2
5946,297200000,0.396607,0.307806,0.795587,2
5948,297300000,0.400154,0.304927,0.794919,2
5950,297400000,0.403717,0.302078,0.794205,2
5952,297500000,0.407295,0.299261,0.793444,2
5954,297600000,0.410888,0.296475,0.792637,2
5956,297700000,0.414494,0.293722,0.791784,2
5958,297800000,0.418114,0.291001,0.790885,2
5960,297900000,0.421748,0.288313,0.789940,2
5962,298000000,0.425393,0.285658,0.788949,2
5964,298100000,0.429050,0.283038,0.787912,2
5966,298200000,0.432719,0.280451,0.786830,2
5968,298300000,0.436398,0.277899,0.785703,2
5970,298400000,0.440087,0.275383,0.784530,2
5972,298500000,0.443786,0.272901,0.783313,2
5974,298600000,0.447493,0.270456,0.782051,2
5976,298700000,0.451209,0.268047,0.780744,2
5978,298800000,0.454932,0.265675,0.779393,2
5980,298900000,0.458663,0.263339,0.777998,2
5982,299000000,0.462400,0.261041,0.776559,2
5984,299100000,0.466143,0.258781,0.775076,2
5986,299200000,0.469891,0.256558,0.773550,2
5988,299300000,0.473645,0.254375,0.771981,2
5990,299400000,0.477402,0.252230,0.770369,2
5992,299500000,0.481163,0.250124,0.768714,2
5994,299600000,0.484927,0.248057,0.767016,2
5996,299700000,0.488693,0.246031,0.765277,2
5998,299800000,0.492461,0.244044,0.763495,2
6000,299900000,0.496230,0.242098,0.761672,2
6002,300000000,0.500000,0.240192,0.759808,2
6004,300100000,0.503770,0.238328,0.757902,2
6006,300200000,0.507539,0.236505,0.755956,2
6008,300300000,0.511307,0.234723,0.753969,2
6010,300400000,0.515073,0.232984,0.751943,2
6012,300500000,0.518837,0.231286,0.749876,2
6014,300600000,0.522598,0.229631,0.747770,2
6016,300700000,0.526355,0.228019,0.745625,2
6018,300800000,0.530109,0.226450,0.743442,2
6020,300900000,0.533857,0.224924,0.741219,2
6022,301000000,0.537600,0.223441,0.738959,2
6024,301100000,0.541337,0.222002,0.736661,2
6026,301200000,0.545068,0.220607,0.734325,2
6028,301300000,0.548791,0.219256,0.731953,2
6030,301400000,0.552507,0.217949,0.729544,2
6032,301500000,0.556214,0.216687,0.727099,2
6034,301600000,0.559913,0.215470,0.724617,2
6036,301700000,0.563602,0.214297,0.722101,2
6038,301800000,0.567281,0.213170,0.719549,2
6040,301900000,0.570950,0.212088,0.716962,2
6042,302000000,0.574607,0.211051,0.714342,2
6044,302100000,0.578252,0.210060,0.711687,2
6046,302200000,0.581886,0.209115,0.708999,2
6048,302300000,0.585506,0.208216,0.706278,2
6050,302400000,0.589112,0.207363,0.703525,2
6052,302500000,0.592705,0.206556,0.700739,2
6054,302600000,0.596283,0.205795,0.697922,2
6056,302700000,0.599846,0.205081,0.695073,2
6058,302800000,0.603393,0.204413,0.692194,2
6060,302900000,0.606924,0.203792,0.689284,2
6062,303000000,0.610437,0.203218,0.686344,2
6064,303100000,0.613934,0.202691,0.683375,2
6066,303200000,0.617412,0.202211,0.680377,2
6068,303300000,0.620872,0.201777,0.677351,2
6070,303400000,0.624313,0.201391,0.674296,2
6072,303500000,0.627734,0.201052,0.671214,2
6074,303600000,0.631135,0.200760,0.668105,2
6076,303700000,0.634515,0.200516,0.664969,2
6078,303800000,0.637874,0.200318,0.661808,2
6080,303900000,0.641211,0.200168,0.658620,2
6082,304000000,0.644526,0.200066,0.655408,2
6084,304100000,0.647818,0.200011,0.652171,2
6086,304200000,0.651087,0.200003,0.648910,2
6088,304300000,0.654332,0.200042,0.645626,2
6090,304400000,0.657552,0.200129,0.642319,2
6092,304500000,0.660748,0.200263,0.638989,2
6094,304600000,0.663918,0.200445,0.635637,2
6096,304700000,0.667063,0.200674,0.632264,2
6098,304800000,0.670181,0.200950,0.628870,2
6100,304900000,0.673272,0.201273,0.625455,2
6102,305000000,0.676336,0.201643,0.622021,2
6104,305100000,0.679371,0.202061,0.618567,2
6106,305200000,0.682379,0.202526,0.615095,2
6108,305300000,0.685358,0.203037,0.611605,2
6110,305400000,0.688307,0.203596,0.608097,2
6112,305500000,0.691227,0.204201,0.604572,2
6114,305600000,0.694117,0.204853,0.601030,2
6116,305700000,0.696976,0.205552,0.597472,2
6118,305800000,0.699804,0.206297,0.593899,2
6120,305900000,0.702600,0.207089,0.590312,2
6122,306000000,0.705364,0.207926,0.586710,2
6124,306100000,0.708096,0.208810,0.583094,2
6126,306200000,0.710795,0.209740,0.579465,2
6128,306300000,0.713461,0.210716,0.575823,2
6130,306400000,0.716093,0.211737,0.572170,2
6132,306500000,0.718691,0.212804,0.568505,2
6134,306600000,0.721254,0.213916,0.564830,2
6136,306700000,0.723782,0.215074,0.561144,2
6138,306800000,0.726275,0.216276,0.557448,2
6140,306900000,0.728733,0.217524,0.553744,2
6142,307000000,0.731154,0.218815,0.550031,2
6144,307100000,0.733539,0.220152,0.546310,2
6146,307200000,0.735887,0.221532,0.542581,2
6148,307300000,0.738197,0.222957,0.538846,2
6150,307400000,0.740470,0.224425,0.535105,2
6152,307500000,0.742705,0.225936,0.531359,2
6154,307600000,0.744902,0.227491,0.527607,2
6156,307700000,0.747060,0.229089,0.523851,2
6158,307800000,0.749179,0.230730,0.520091,2
6160,307900000,0.751258,0.232413,0.516328,2
6162,308000000,0.753298,0.234139,0.512563,2
6164,308100000,0.755298,0.235906,0.508795,2
6166,308200000,0.757258,0.237716,0.505026,2
6168,308300000,0.759177,0.239566,0.501257,2
6170,308400000,0.761055,0.241458,0.497487,2
6172,308500000,0.762892,0.243391,0.493717,2
6174,308600000,0.764687,0.245364,0.489949,2
6176,308700000,0.766441,0.247377,0.486182,2
6178,308800000,0.768152,0.249430,0.482417,2
6180,308900000,0.769822,0.251523,0.478655,2
6182,309000000,0.771448,0.253655,0.474897,2
6184,309100000,0.773032,0.255826,0.471142,2
6186,309200000,0.774572,0.258036,0.467392,2
6188,309300000,0.776070,0.260283,0.463647,2
6190,309400000,0.777523,0.262569,0.459908,2
6192,309500000,0.778933,0.264892,0.456175,2
6194,309600000,0.780299,0.267252,0.452449,2
6196,309700000,0.781620,0.269649,0.448731,2
6198,309800000,0.782897,0.272082,0.445020,2
6200,309900000,0.784129,0.274552,0.441319,2
6202,310000000,0.785317,0.277057,0.437626,2
6204,310100000,0.786459,0.279597,0.433944,2
6206,310200000,0.787557,0.282172,0.430272,2
6208,310300000,0.788608,0.284781,0.426611,2
6210,310400000,0.789614,0.287424,0.422961,2
6212,310500000,0.790575,0.290101,0.419324,2
6214,310600000,0.791490,0.292811,0.415699,2
6216,310700000,0.792358,0.295554,0.412088,2
6218,310800000,0.793180,0.298329,0.408491,2
6220,310900000,0.793957,0.301136,0.404908,2
6222,311000000,0.794686,0.303974,0.401340,2
6224,311100000,0.795369,0.306843,0.397788,2
6226,311200000,0.796006,0.309743,0.394251,2
6228,311300000,0.796596,0.312672,0.390732,2
6230,311400000,0.797138,0.315632,0.387230,2
6232,311500000,0.797634,0.318620,0.383745,2
6234,311600000,0.798083,0.321637,0.380279,2
6236,311700000,0.798485,0.324683,0.376832,2
6238,311800000,0.798840,0.327756,0.373404,2
6240,311900000,0.799148,0.330856,0.369997,2
6242,312000000,0.799408,0.333983,0.366609,2
6244,312100000,0.799621,0.337136,0.363243,2
6246,312200000,0.799787,0.340314,0.359899,2
6248,312300000,0.799905,0.343518,0.356576,2
6250,312400000,0.799976,0.346747,0.353277,2
6252,312500000,0.800000,0.350000,0.350000,2
6254,312600000,0.799976,0.353277,0.346747,2
6256,312700000,0.799905,0.356576,0.343518,2
6258,312800000,0.799787,0.359899,0.340314,2
6260,312900000,0.799621,0.363243,0.337136,2
6262,313000000,0.799408,0.366609,0.333983,2
6264,313100000,0.799148,0.369997,0.330856,2
6266,313200000,0.798840,0.373404,0.327756,2
6268,313300000,0.798485,0.376832,0.324683,2
6270,313400000,0.798083,0.380279,0.321637,2
6272,313500000,0.797634,0.383745,0.318620,2
6274,313600000,0.797138,0.387230,0.315632,2
6276,313700000,0.796596,0.390732,0.312672,2
6278,313800000,0.796006,0.394251,0.309743,2
6280,313900000,0.795369,0.397788,0.306843,2
6282,314000000,0.794686,0.401340,0.303974,2
6284,314100000,0.793957,0.404908,0.301136,2
6286,314200000,0.793180,0.408491,0.298329,2
6288,314300000,0.792358,0.412088,0.295554,2
6290,314400000,0.791490,0.415699,0.292811,2
6292,314500000,0.790575,0.419324,0.290101,2
6294,314600000,0.789614,0.422961,0.287424,2
6296,314700000,0.788608,0.426611,0.284781,2
6298,314800000,0.787557,0.430272,0.282172,2
6300,314900000,0.786459,0.433944,0.279597,2
6302,315000000,0.785317,0.437626,0.277057,2
6304,315100000,0.784129,0.441319,0.274552,2
6306,315200000,0.782897,0.445020,0.272082,2
6308,315300000,0.781620,0.448731,0.269649,2
6310,315400000,0.780299,0.452449,0.267252,2
6312,315500000,0.778933,0.456175,0.264892,2
6314,315600000,0.777523,0.459908,0.262569,2
6316,315700000,0.776070,0.463647,0.260283,2
6318,315800000,0.774572,0.467392,0.258036,2
6320,315900000,0.773032,0.471142,0.255826,2
6322,316000000,0.771448,0.474897,0.253655,2
6324,316100000,0.769822,0.478655,0.251523,2
6326,316200000,0.768152,0.482417,0.249430,2
6328,316300000,0.766441,0.486182,0.247377,2
6330,316400000,0.764687,0.489949,0.245364,2
6332,316500000,0.762892,0.493717,0.243391,2
6334,316600000,0.761055,0.497487,0.241458,2
6336,316700000,0.759177,0.501257,0.239566,2
6338,316800000,0.757258,0.505026,0.237716,2
6340,316900000,0.755298,0.508795,0.235906,2
6342,317000000,0.753298,0.512563,0.234139,2
6344,317100000,0.751258,0.516328,0.232413,2
6346,317200000,0.749179,0.520091,0.230730,2
6348,317300000,0.747060,0.523851,0.229089,2
6350,317400000,0.744902,0.527607,0.227491,2
6352,317500000,0.742705,0.531359,0.225936,2
6354,317600000,0.740470,0.535105,0.224425,2
6356,317700000,0.738197,0.538846,0.222957,2
6358,317800000,0.735887,0.542581,0.221532,2
6360,317900000,0.733539,0.546310,0.220152,2
6362,318000000,0.731154,0.550031,0.218815,2
6364,318100000,0.728733,0.553744,0.217524,2
6366,318200000,0.726275,0.557448,0.216276,2
6368,318300000,0.723782,0.561144,0.215074,2
6370,318400000,0.721254,0.564830,0.213916,2
6372,318500000,0.718691,0.568505,0.212804,2
6374,318600000,0.716093,0.572170,0.211737,2
6376,318700000,0.713461,0.575823,0.210716,2
6378,318800000,0.710795,0.579465,0.209740,2
6380,318900000,0.708096,0.583094,0.208810,2
6382,319000000,0.705364,0.586710,0.207926,2
6384,319100000,0.702600,0.590312,0.207089,2
6386,319200000,0.699804,0.593899,0.206297,2
6388,319300000,0.696976,0.597472,0.205552,2
6390,319400000,0.694117,0.601030,0.204853,2
6392,319500000,0.691227,0.604572,0.204201,2
6394,319600000,0.688307,0.608097,0.203596,2
6396,319700000,0.685358,0.611605,0.203037,2
6398,319800000,0.682379,0.615095,0.202526,2
6400,319900000,0.679371,0.618567,0.202061,2
6402,320000000,0.676336,0.622021,0.201643,2
6404,320100000,0.673272,0.625455,0.201273,2
6406,320200000,0.670181,0.628870,0.200950,2
6408,320300000,0.667063,0.632264,0.200674,2
6410,320400000,0.663918,0.635637,0.200445,2
6412,320500000,0.660748,0.638989,0.200263,2
6414,320600000,0.657552,0.642319,0.200129,2
6416,320700000,0.654332,0.645626,0.200042,2
6418,320800000,0.651087,0.648910,0.200003,2
6420,320900000,0.647818,0.652171,0.200011,2
6422,321000000,0.644526,0.655408,0.200066,2
6424,321100000,0.641211,0.658620,0.200168,2
6426,321200000,0.637874,0.661808,0.200318,2
6428,321300000,0.634515,0.664969,0.200516,2
6430,321400000,0.631135,0.668105,0.200760,2
6432,321500000,0.627734,0.671214,0.201052,2
6434,321600000,0.624313,0.674296,0.201391,2
6436,321700000,0.620872,0.677351,0.201777,2
6438,321800000,0.617412,0.680377,0.202211,2
6440,321900000,0.613934,0.683375,0.202691,2
6442,322000000,0.610437,0.686344,0.203218,2
6444,322100000,0.606924,0.689284,0.203792,2
6446,322200000,0.603393,0.692194,0.204413,2
6448,322300000,0.599846,0.695073,0.205081,2
6450,322400000,0.596283,0.697922,0.205795,2
6452,322500000,0.592705,0.700739,0.206556,2
6454,322600000,0.589112,0.703525,0.207363,2
6456,322700000,0.585506,0.706278,0.208216,2
6458,322800000,0.581886,0.708999,0.209115,2
6460,322900000,0.578252,0.711687,0.210060,2
6462,323000000,0.574607,0.714342,0.211051,2
6464,323100000,0.570950,0.716962,0.212088,2
6466,323200000,0.567281,0.719549,0.213170,2
6468,323300000,0.563602,0.722101,0.214297,2
6470,323400000,0.559913,0.724617,0.215470,2
6472,323500000,0.556214,0.727099,0.216687,2
6474,323600000,0.552507,0.729544,0.217949,2
6476,323700000,0.548791,0.731953,0.219256,2
6478,323800000,0.545068,0.734325,0.220607,2
6480,323900000,0.541337,0.736661,0.222002,2
6482,324000000,0.537600,0.738959,0.223441,2
6484,324100000,0.533857,0.741219,0.224924,2
6486,324200000,0.530109,0.743442,0.226450,2
6488,324300000,0.526355,0.745625,0.228019,2
6490,324400000,0.522598,0.747770,0.229631,2
6492,324500000,0.518837,0.749876,0.231286,2
6494,324600000,0.515073,0.751943,0.232984,2
6496,324700000,0.511307,0.753969,0.234723,2
6498,324800000,0.507539,0.755956,0.236505,2
6500,324900000,0.503770,0.757902,0.238328,2
6502,325000000,0.500000,0.759808,0.240192,2
6504,325100000,0.496230,0.761672,0.242098,2
6506,325200000,0.492461,0.763495,0.244044,2
